view,LA,LV,RA,file_name
AP4,False,True,False,patient0162_4CH_ES_LV.png
AP4,True,False,False,patient0161_4CH_ES_LA.png
AP4,True,False,False,patient0087_4CH_ES_LA.png
AP4,False,True,False,patient0031_4CH_ES_LV.png
AP4,False,True,False,patient0481_4CH_ES_LV.png
AP2,False,True,False,patient0185_2CH_ED_LV.png
AP4,False,True,False,patient0373_4CH_ES_LV.png
AP2,True,False,False,patient0343_2CH_ES_LA.png
AP4,False,True,False,patient0049_4CH_ED_LV.png
AP4,False,True,False,patient0436_4CH_ED_LV.png
AP4,False,True,False,patient0196_4CH_ES_LV.png
AP4,False,True,False,patient0163_4CH_ES_LV.png
AP4,False,True,False,patient0009_4CH_ED_LV.png
AP4,True,False,False,patient0050_4CH_ED_LA.png
AP4,False,True,False,patient0171_4CH_ES_LV.png
AP4,True,False,False,patient0442_4CH_ES_LA.png
AP4,False,True,False,patient0327_4CH_ED_LV.png
AP2,False,True,False,patient0329_2CH_ED_LV.png
AP2,True,False,False,patient0158_2CH_ES_LA.png
AP2,False,True,False,patient0356_2CH_ES_LV.png
AP4,False,True,False,patient0006_4CH_ED_LV.png
AP4,False,True,False,patient0348_4CH_ES_LV.png
AP2,True,False,False,patient0403_2CH_ES_LA.png
AP4,True,False,False,patient0033_4CH_ED_LA.png
AP4,False,True,False,patient0331_4CH_ES_LV.png
AP2,False,True,False,patient0097_2CH_ES_LV.png
AP2,False,True,False,patient0277_2CH_ED_LV.png
AP4,False,True,False,patient0447_4CH_ED_LV.png
AP4,False,True,False,patient0451_4CH_ED_LV.png
AP4,False,True,False,patient0174_4CH_ED_LV.png
AP2,True,False,False,patient0357_2CH_ES_LA.png
AP4,False,True,False,patient0358_4CH_ES_LV.png
AP2,True,False,False,patient0043_2CH_ES_LA.png
AP4,False,True,False,patient0381_4CH_ED_LV.png
AP4,False,True,False,patient0079_4CH_ES_LV.png
AP4,True,False,False,patient0157_4CH_ED_LA.png
AP4,False,True,False,patient0376_4CH_ED_LV.png
AP4,False,True,False,patient0072_4CH_ED_LV.png
AP4,False,True,False,patient0057_4CH_ED_LV.png
AP4,True,False,False,patient0464_4CH_ES_LA.png
AP2,False,True,False,patient0079_2CH_ES_LV.png
AP2,True,False,False,patient0481_2CH_ES_LA.png
AP4,True,False,False,patient0123_4CH_ED_LA.png
AP2,False,True,False,patient0021_2CH_ES_LV.png
AP2,False,True,False,patient0111_2CH_ED_LV.png
AP2,False,True,False,patient0382_2CH_ED_LV.png
AP2,True,False,False,patient0329_2CH_ES_LA.png
AP2,True,False,False,patient0083_2CH_ES_LA.png
AP2,False,True,False,patient0426_2CH_ES_LV.png
AP2,False,True,False,patient0063_2CH_ED_LV.png
AP2,False,True,False,patient0459_2CH_ES_LV.png
AP2,False,True,False,patient0163_2CH_ED_LV.png
AP2,True,False,False,patient0131_2CH_ES_LA.png
AP4,True,False,False,patient0392_4CH_ED_LA.png
AP2,True,False,False,patient0144_2CH_ED_LA.png
AP2,True,False,False,patient0375_2CH_ES_LA.png
AP4,True,False,False,patient0178_4CH_ED_LA.png
AP4,False,True,False,patient0140_4CH_ES_LV.png
AP2,False,True,False,patient0362_2CH_ES_LV.png
AP4,True,False,False,patient0464_4CH_ED_LA.png
AP4,False,True,False,patient0394_4CH_ED_LV.png
AP2,True,False,False,patient0357_2CH_ED_LA.png
AP2,True,False,False,patient0377_2CH_ES_LA.png
AP2,False,True,False,patient0450_2CH_ED_LV.png
AP2,False,True,False,patient0345_2CH_ED_LV.png
AP2,True,False,False,patient0356_2CH_ED_LA.png
AP2,True,False,False,patient0495_2CH_ES_LA.png
AP2,True,False,False,patient0184_2CH_ES_LA.png
AP2,False,True,False,patient0160_2CH_ES_LV.png
AP2,True,False,False,patient0437_2CH_ED_LA.png
AP2,False,True,False,patient0211_2CH_ES_LV.png
AP4,False,True,False,patient0040_4CH_ED_LV.png
AP2,True,False,False,patient0311_2CH_ES_LA.png
AP2,False,True,False,patient0159_2CH_ES_LV.png
AP4,False,True,False,patient0063_4CH_ES_LV.png
AP2,True,False,False,patient0033_2CH_ES_LA.png
AP4,False,True,False,patient0075_4CH_ED_LV.png
AP4,False,True,False,patient0391_4CH_ES_LV.png
AP2,False,True,False,patient0494_2CH_ES_LV.png
AP2,True,False,False,patient0029_2CH_ED_LA.png
AP2,False,True,False,patient0414_2CH_ES_LV.png
AP4,True,False,False,patient0013_4CH_ED_LA.png
AP4,False,True,False,patient0351_4CH_ED_LV.png
AP4,True,False,False,patient0274_4CH_ED_LA.png
AP2,True,False,False,patient0338_2CH_ED_LA.png
AP2,False,True,False,patient0455_2CH_ED_LV.png
AP2,True,False,False,patient0380_2CH_ES_LA.png
AP4,True,False,False,patient0167_4CH_ED_LA.png
AP4,False,True,False,patient0132_4CH_ES_LV.png
AP2,False,True,False,patient0009_2CH_ES_LV.png
AP4,False,True,False,patient0470_4CH_ES_LV.png
AP4,False,True,False,patient0491_4CH_ES_LV.png
AP4,False,True,False,patient0015_4CH_ES_LV.png
AP4,True,False,False,patient0500_4CH_ED_LA.png
AP2,True,False,False,patient0285_2CH_ED_LA.png
AP4,True,False,False,patient0118_4CH_ED_LA.png
AP2,False,True,False,patient0067_2CH_ES_LV.png
AP2,False,True,False,patient0480_2CH_ED_LV.png
AP4,True,False,False,patient0424_4CH_ES_LA.png
AP2,True,False,False,patient0022_2CH_ES_LA.png
AP4,False,True,False,patient0331_4CH_ED_LV.png
AP4,False,True,False,patient0017_4CH_ED_LV.png
AP4,False,True,False,patient0130_4CH_ED_LV.png
AP4,True,False,False,patient0079_4CH_ED_LA.png
AP2,False,True,False,patient0385_2CH_ES_LV.png
AP2,True,False,False,patient0118_2CH_ES_LA.png
AP4,True,False,False,patient0366_4CH_ED_LA.png
AP2,False,True,False,patient0330_2CH_ED_LV.png
AP2,True,False,False,patient0209_2CH_ED_LA.png
AP4,False,True,False,patient0411_4CH_ED_LV.png
AP4,True,False,False,patient0039_4CH_ES_LA.png
AP2,False,True,False,patient0196_2CH_ES_LV.png
AP2,False,True,False,patient0129_2CH_ED_LV.png
AP2,False,True,False,patient0150_2CH_ES_LV.png
AP4,True,False,False,patient0172_4CH_ED_LA.png
AP4,False,True,False,patient0064_4CH_ES_LV.png
AP2,True,False,False,patient0426_2CH_ES_LA.png
AP4,True,False,False,patient0177_4CH_ES_LA.png
AP2,True,False,False,patient0060_2CH_ED_LA.png
AP2,True,False,False,patient0196_2CH_ED_LA.png
AP4,True,False,False,patient0054_4CH_ED_LA.png
AP4,True,False,False,patient0082_4CH_ED_LA.png
AP4,False,True,False,patient0464_4CH_ES_LV.png
AP4,True,False,False,patient0124_4CH_ED_LA.png
AP2,False,True,False,patient0012_2CH_ED_LV.png
AP2,False,True,False,patient0467_2CH_ES_LV.png
AP4,False,True,False,patient0332_4CH_ED_LV.png
AP4,True,False,False,patient0091_4CH_ES_LA.png
AP2,True,False,False,patient0402_2CH_ED_LA.png
AP4,False,True,False,patient0025_4CH_ED_LV.png
AP2,False,True,False,patient0090_2CH_ES_LV.png
AP4,False,True,False,patient0085_4CH_ED_LV.png
AP2,True,False,False,patient0097_2CH_ED_LA.png
AP4,True,False,False,patient0452_4CH_ES_LA.png
AP4,True,False,False,patient0142_4CH_ED_LA.png
AP4,True,False,False,patient0387_4CH_ES_LA.png
AP4,True,False,False,patient0104_4CH_ES_LA.png
AP2,True,False,False,patient0410_2CH_ES_LA.png
AP2,False,True,False,patient0471_2CH_ES_LV.png
AP2,False,True,False,patient0123_2CH_ES_LV.png
AP4,False,True,False,patient0457_4CH_ED_LV.png
AP2,False,True,False,patient0468_2CH_ES_LV.png
AP4,False,True,False,patient0141_4CH_ED_LV.png
AP4,False,True,False,patient0281_4CH_ED_LV.png
AP2,True,False,False,patient0216_2CH_ED_LA.png
AP2,False,True,False,patient0060_2CH_ED_LV.png
AP4,True,False,False,patient0369_4CH_ED_LA.png
AP2,True,False,False,patient0001_2CH_ES_LA.png
AP2,False,True,False,patient0167_2CH_ES_LV.png
AP2,True,False,False,patient0211_2CH_ED_LA.png
AP4,False,True,False,patient0079_4CH_ED_LV.png
AP2,False,True,False,patient0043_2CH_ED_LV.png
AP4,True,False,False,patient0421_4CH_ED_LA.png
AP2,False,True,False,patient0472_2CH_ED_LV.png
AP4,True,False,False,patient0135_4CH_ES_LA.png
AP4,False,True,False,patient0015_4CH_ED_LV.png
AP2,False,True,False,patient0300_2CH_ED_LV.png
AP4,False,True,False,patient0374_4CH_ES_LV.png
AP2,True,False,False,patient0122_2CH_ES_LA.png
AP4,True,False,False,patient0325_4CH_ED_LA.png
AP2,True,False,False,patient0044_2CH_ED_LA.png
AP4,True,False,False,patient0032_4CH_ES_LA.png
AP2,True,False,False,patient0180_2CH_ES_LA.png
AP2,False,True,False,patient0396_2CH_ED_LV.png
AP4,True,False,False,patient0088_4CH_ED_LA.png
AP4,True,False,False,patient0184_4CH_ES_LA.png
AP4,True,False,False,patient0029_4CH_ED_LA.png
AP4,True,False,False,patient0430_4CH_ED_LA.png
AP2,False,True,False,patient0165_2CH_ES_LV.png
AP4,True,False,False,patient0321_4CH_ED_LA.png
AP4,True,False,False,patient0170_4CH_ED_LA.png
AP2,False,True,False,patient0500_2CH_ED_LV.png
AP4,False,True,False,patient0123_4CH_ES_LV.png
AP4,False,True,False,patient0348_4CH_ED_LV.png
AP4,True,False,False,patient0486_4CH_ES_LA.png
AP2,True,False,False,patient0161_2CH_ES_LA.png
AP2,False,True,False,patient0041_2CH_ED_LV.png
AP2,False,True,False,patient0005_2CH_ED_LV.png
AP4,False,True,False,patient0347_4CH_ED_LV.png
AP4,False,True,False,patient0482_4CH_ES_LV.png
AP4,False,True,False,patient0205_4CH_ES_LV.png
AP2,True,False,False,patient0329_2CH_ED_LA.png
AP4,False,True,False,patient0495_4CH_ES_LV.png
AP4,True,False,False,patient0336_4CH_ES_LA.png
AP4,True,False,False,patient0274_4CH_ES_LA.png
AP2,False,True,False,patient0016_2CH_ES_LV.png
AP2,False,True,False,patient0423_2CH_ES_LV.png
AP2,True,False,False,patient0281_2CH_ES_LA.png
AP2,False,True,False,patient0358_2CH_ES_LV.png
AP4,False,True,False,patient0060_4CH_ES_LV.png
AP4,False,True,False,patient0001_4CH_ED_LV.png
AP4,True,False,False,patient0312_4CH_ES_LA.png
AP4,True,False,False,patient0211_4CH_ED_LA.png
AP4,False,True,False,patient0433_4CH_ES_LV.png
AP4,True,False,False,patient0103_4CH_ED_LA.png
AP4,False,True,False,patient0082_4CH_ED_LV.png
AP2,False,True,False,patient0121_2CH_ED_LV.png
AP4,False,True,False,patient0132_4CH_ED_LV.png
AP4,False,True,False,patient0071_4CH_ES_LV.png
AP2,False,True,False,patient0037_2CH_ES_LV.png
AP4,False,True,False,patient0317_4CH_ED_LV.png
AP4,True,False,False,patient0377_4CH_ED_LA.png
AP4,True,False,False,patient0090_4CH_ES_LA.png
AP4,False,True,False,patient0312_4CH_ES_LV.png
AP2,True,False,False,patient0346_2CH_ED_LA.png
AP2,False,True,False,patient0445_2CH_ES_LV.png
AP2,False,True,False,patient0030_2CH_ED_LV.png
AP4,True,False,False,patient0480_4CH_ES_LA.png
AP4,True,False,False,patient0484_4CH_ED_LA.png
AP2,True,False,False,patient0145_2CH_ES_LA.png
AP2,True,False,False,patient0445_2CH_ED_LA.png
AP2,True,False,False,patient0393_2CH_ES_LA.png
AP4,False,True,False,patient0384_4CH_ES_LV.png
AP4,True,False,False,patient0311_4CH_ES_LA.png
AP2,False,True,False,patient0038_2CH_ED_LV.png
AP4,True,False,False,patient0012_4CH_ED_LA.png
AP2,True,False,False,patient0212_2CH_ES_LA.png
AP2,False,True,False,patient0044_2CH_ED_LV.png
AP2,False,True,False,patient0336_2CH_ED_LV.png
AP4,False,True,False,patient0083_4CH_ED_LV.png
AP4,True,False,False,patient0039_4CH_ED_LA.png
AP4,True,False,False,patient0018_4CH_ES_LA.png
AP4,False,True,False,patient0023_4CH_ES_LV.png
AP2,False,True,False,patient0029_2CH_ED_LV.png
AP4,True,False,False,patient0419_4CH_ES_LA.png
AP4,True,False,False,patient0317_4CH_ED_LA.png
AP4,False,True,False,patient0437_4CH_ES_LV.png
AP4,True,False,False,patient0078_4CH_ES_LA.png
AP2,True,False,False,patient0061_2CH_ES_LA.png
AP4,False,True,False,patient0011_4CH_ED_LV.png
AP4,True,False,False,patient0087_4CH_ED_LA.png
AP4,False,True,False,patient0032_4CH_ES_LV.png
AP2,True,False,False,patient0349_2CH_ES_LA.png
AP2,False,True,False,patient0478_2CH_ES_LV.png
AP2,True,False,False,patient0444_2CH_ES_LA.png
AP4,False,True,False,patient0072_4CH_ES_LV.png
AP2,True,False,False,patient0125_2CH_ED_LA.png
AP4,False,True,False,patient0426_4CH_ES_LV.png
AP2,True,False,False,patient0014_2CH_ES_LA.png
AP2,False,True,False,patient0337_2CH_ES_LV.png
AP2,False,True,False,patient0421_2CH_ED_LV.png
AP2,False,True,False,patient0108_2CH_ED_LV.png
AP4,True,False,False,patient0418_4CH_ED_LA.png
AP4,False,True,False,patient0077_4CH_ED_LV.png
AP2,True,False,False,patient0026_2CH_ES_LA.png
AP2,True,False,False,patient0096_2CH_ES_LA.png
AP4,False,True,False,patient0101_4CH_ES_LV.png
AP4,True,False,False,patient0407_4CH_ED_LA.png
AP4,True,False,False,patient0355_4CH_ES_LA.png
AP2,False,True,False,patient0439_2CH_ED_LV.png
AP2,True,False,False,patient0060_2CH_ES_LA.png
AP4,True,False,False,patient0461_4CH_ED_LA.png
AP2,True,False,False,patient0340_2CH_ED_LA.png
AP4,True,False,False,patient0040_4CH_ES_LA.png
AP4,True,False,False,patient0184_4CH_ED_LA.png
AP4,False,True,False,patient0039_4CH_ED_LV.png
AP2,False,True,False,patient0359_2CH_ED_LV.png
AP2,True,False,False,patient0177_2CH_ES_LA.png
AP2,False,True,False,patient0061_2CH_ED_LV.png
AP2,True,False,False,patient0475_2CH_ED_LA.png
AP4,True,False,False,patient0313_4CH_ED_LA.png
AP2,True,False,False,patient0439_2CH_ED_LA.png
AP4,True,False,False,patient0059_4CH_ES_LA.png
AP4,True,False,False,patient0069_4CH_ED_LA.png
AP2,False,True,False,patient0050_2CH_ES_LV.png
AP4,True,False,False,patient0479_4CH_ED_LA.png
AP2,True,False,False,patient0149_2CH_ED_LA.png
AP4,False,True,False,patient0440_4CH_ED_LV.png
AP4,False,True,False,patient0326_4CH_ES_LV.png
AP4,True,False,False,patient0423_4CH_ED_LA.png
AP2,False,True,False,patient0086_2CH_ED_LV.png
AP4,False,True,False,patient0175_4CH_ES_LV.png
AP2,False,True,False,patient0084_2CH_ES_LV.png
AP4,False,True,False,patient0207_4CH_ED_LV.png
AP2,False,True,False,patient0449_2CH_ES_LV.png
AP4,True,False,False,patient0435_4CH_ED_LA.png
AP2,True,False,False,patient0063_2CH_ES_LA.png
AP4,True,False,False,patient0083_4CH_ED_LA.png
AP4,False,True,False,patient0141_4CH_ES_LV.png
AP4,False,True,False,patient0411_4CH_ES_LV.png
AP2,False,True,False,patient0491_2CH_ED_LV.png
AP2,True,False,False,patient0046_2CH_ES_LA.png
AP2,True,False,False,patient0086_2CH_ES_LA.png
AP4,False,True,False,patient0494_4CH_ES_LV.png
AP2,False,True,False,patient0391_2CH_ES_LV.png
AP4,False,True,False,patient0155_4CH_ED_LV.png
AP2,False,True,False,patient0466_2CH_ED_LV.png
AP2,True,False,False,patient0378_2CH_ED_LA.png
AP4,True,False,False,patient0002_4CH_ED_LA.png
AP4,False,True,False,patient0188_4CH_ED_LV.png
AP4,False,True,False,patient0459_4CH_ES_LV.png
AP2,False,True,False,patient0141_2CH_ES_LV.png
AP4,True,False,False,patient0014_4CH_ED_LA.png
AP4,True,False,False,patient0001_4CH_ED_LA.png
AP2,False,True,False,patient0324_2CH_ED_LV.png
AP4,True,False,False,patient0132_4CH_ED_LA.png
AP4,False,True,False,patient0413_4CH_ED_LV.png
AP4,True,False,False,patient0394_4CH_ED_LA.png
AP4,True,False,False,patient0028_4CH_ES_LA.png
AP4,False,True,False,patient0111_4CH_ES_LV.png
AP4,True,False,False,patient0324_4CH_ED_LA.png
AP2,False,True,False,patient0496_2CH_ED_LV.png
AP2,False,True,False,patient0182_2CH_ES_LV.png
AP2,False,True,False,patient0116_2CH_ED_LV.png
AP4,True,False,False,patient0159_4CH_ED_LA.png
AP2,False,True,False,patient0148_2CH_ES_LV.png
AP4,True,False,False,patient0326_4CH_ED_LA.png
AP4,False,True,False,patient0429_4CH_ED_LV.png
AP4,True,False,False,patient0433_4CH_ED_LA.png
AP4,False,True,False,patient0012_4CH_ES_LV.png
AP2,False,True,False,patient0094_2CH_ED_LV.png
AP4,True,False,False,patient0477_4CH_ED_LA.png
AP2,False,True,False,patient0049_2CH_ES_LV.png
AP2,False,True,False,patient0028_2CH_ED_LV.png
AP4,True,False,False,patient0110_4CH_ED_LA.png
AP4,True,False,False,patient0499_4CH_ED_LA.png
AP4,False,True,False,patient0120_4CH_ED_LV.png
AP4,False,True,False,patient0039_4CH_ES_LV.png
AP2,True,False,False,patient0274_2CH_ES_LA.png
AP2,False,True,False,patient0493_2CH_ED_LV.png
AP4,False,True,False,patient0420_4CH_ES_LV.png
AP4,True,False,False,patient0343_4CH_ED_LA.png
AP2,True,False,False,patient0351_2CH_ED_LA.png
AP4,True,False,False,patient0045_4CH_ES_LA.png
AP4,False,True,False,patient0158_4CH_ED_LV.png
AP2,True,False,False,patient0327_2CH_ES_LA.png
AP2,True,False,False,patient0319_2CH_ED_LA.png
AP4,False,True,False,patient0340_4CH_ED_LV.png
AP4,False,True,False,patient0058_4CH_ED_LV.png
AP2,False,True,False,patient0152_2CH_ED_LV.png
AP2,False,True,False,patient0137_2CH_ES_LV.png
AP4,False,True,False,patient0121_4CH_ED_LV.png
AP4,False,True,False,patient0404_4CH_ES_LV.png
AP2,False,True,False,patient0319_2CH_ED_LV.png
AP2,False,True,False,patient0497_2CH_ES_LV.png
AP2,True,False,False,patient0124_2CH_ED_LA.png
AP4,False,True,False,patient0080_4CH_ED_LV.png
AP4,False,True,False,patient0277_4CH_ES_LV.png
AP2,True,False,False,patient0375_2CH_ED_LA.png
AP2,False,True,False,patient0348_2CH_ED_LV.png
AP2,False,True,False,patient0069_2CH_ED_LV.png
AP4,False,True,False,patient0274_4CH_ES_LV.png
AP2,False,True,False,patient0144_2CH_ES_LV.png
AP4,True,False,False,patient0409_4CH_ED_LA.png
AP4,False,True,False,patient0033_4CH_ED_LV.png
AP2,False,True,False,patient0022_2CH_ES_LV.png
AP4,True,False,False,patient0059_4CH_ED_LA.png
AP4,True,False,False,patient0386_4CH_ES_LA.png
AP2,False,True,False,patient0312_2CH_ED_LV.png
AP2,True,False,False,patient0494_2CH_ED_LA.png
AP4,True,False,False,patient0331_4CH_ES_LA.png
AP2,False,True,False,patient0182_2CH_ED_LV.png
AP2,True,False,False,patient0053_2CH_ED_LA.png
AP4,True,False,False,patient0368_4CH_ED_LA.png
AP2,True,False,False,patient0466_2CH_ES_LA.png
AP4,False,True,False,patient0301_4CH_ES_LV.png
AP4,True,False,False,patient0391_4CH_ES_LA.png
AP2,True,False,False,patient0423_2CH_ED_LA.png
AP4,True,False,False,patient0456_4CH_ES_LA.png
AP2,True,False,False,patient0072_2CH_ES_LA.png
AP4,True,False,False,patient0398_4CH_ED_LA.png
AP2,False,True,False,patient0339_2CH_ED_LV.png
AP4,True,False,False,patient0058_4CH_ED_LA.png
AP4,False,True,False,patient0078_4CH_ES_LV.png
AP2,False,True,False,patient0395_2CH_ES_LV.png
AP4,False,True,False,patient0439_4CH_ED_LV.png
AP4,True,False,False,patient0229_4CH_ED_LA.png
AP2,False,True,False,patient0083_2CH_ED_LV.png
AP2,False,True,False,patient0424_2CH_ES_LV.png
AP2,True,False,False,patient0296_2CH_ES_LA.png
AP2,False,True,False,patient0416_2CH_ES_LV.png
AP2,False,True,False,patient0398_2CH_ED_LV.png
AP2,True,False,False,patient0112_2CH_ED_LA.png
AP4,False,True,False,patient0007_4CH_ED_LV.png
AP4,False,True,False,patient0490_4CH_ES_LV.png
AP4,True,False,False,patient0475_4CH_ES_LA.png
AP2,True,False,False,patient0100_2CH_ED_LA.png
AP4,False,True,False,patient0311_4CH_ED_LV.png
AP2,False,True,False,patient0441_2CH_ED_LV.png
AP4,False,True,False,patient0117_4CH_ED_LV.png
AP2,True,False,False,patient0003_2CH_ED_LA.png
AP2,False,True,False,patient0281_2CH_ED_LV.png
AP4,True,False,False,patient0300_4CH_ES_LA.png
AP2,True,False,False,patient0186_2CH_ED_LA.png
AP4,False,True,False,patient0069_4CH_ED_LV.png
AP4,True,False,False,patient0306_4CH_ES_LA.png
AP2,False,True,False,patient0278_2CH_ED_LV.png
AP4,True,False,False,patient0423_4CH_ES_LA.png
AP2,False,True,False,patient0373_2CH_ES_LV.png
AP2,True,False,False,patient0484_2CH_ED_LA.png
AP4,True,False,False,patient0006_4CH_ED_LA.png
AP2,False,True,False,patient0495_2CH_ES_LV.png
AP2,True,False,False,patient0416_2CH_ED_LA.png
AP4,True,False,False,patient0278_4CH_ES_LA.png
AP4,False,True,False,patient0337_4CH_ES_LV.png
AP2,True,False,False,patient0310_2CH_ED_LA.png
AP2,True,False,False,patient0432_2CH_ES_LA.png
AP2,False,True,False,patient0492_2CH_ED_LV.png
AP4,True,False,False,patient0437_4CH_ED_LA.png
AP2,True,False,False,patient0474_2CH_ED_LA.png
AP2,True,False,False,patient0040_2CH_ES_LA.png
AP4,True,False,False,patient0285_4CH_ED_LA.png
AP2,True,False,False,patient0171_2CH_ES_LA.png
AP2,False,True,False,patient0389_2CH_ES_LV.png
AP4,False,True,False,patient0389_4CH_ED_LV.png
AP2,True,False,False,patient0380_2CH_ED_LA.png
AP2,False,True,False,patient0378_2CH_ED_LV.png
AP2,True,False,False,patient0186_2CH_ES_LA.png
AP2,False,True,False,patient0103_2CH_ES_LV.png
AP4,True,False,False,patient0313_4CH_ES_LA.png
AP4,True,False,False,patient0107_4CH_ES_LA.png
AP2,True,False,False,patient0039_2CH_ES_LA.png
AP4,True,False,False,patient0332_4CH_ED_LA.png
AP2,True,False,False,patient0096_2CH_ED_LA.png
AP4,False,True,False,patient0398_4CH_ED_LV.png
AP4,False,True,False,patient0327_4CH_ES_LV.png
AP2,False,True,False,patient0092_2CH_ES_LV.png
AP2,False,True,False,patient0487_2CH_ED_LV.png
AP4,False,True,False,patient0403_4CH_ED_LV.png
AP4,True,False,False,patient0145_4CH_ES_LA.png
AP4,True,False,False,patient0410_4CH_ES_LA.png
AP2,True,False,False,patient0143_2CH_ED_LA.png
AP4,False,True,False,patient0178_4CH_ES_LV.png
AP4,True,False,False,patient0296_4CH_ES_LA.png
AP2,True,False,False,patient0105_2CH_ES_LA.png
AP2,False,True,False,patient0117_2CH_ES_LV.png
AP4,False,True,False,patient0088_4CH_ED_LV.png
AP4,True,False,False,patient0098_4CH_ES_LA.png
AP4,False,True,False,patient0055_4CH_ES_LV.png
AP2,True,False,False,patient0034_2CH_ES_LA.png
AP2,True,False,False,patient0318_2CH_ES_LA.png
AP2,True,False,False,patient0404_2CH_ED_LA.png
AP2,True,False,False,patient0369_2CH_ED_LA.png
AP4,True,False,False,patient0099_4CH_ES_LA.png
AP4,True,False,False,patient0417_4CH_ES_LA.png
AP2,True,False,False,patient0435_2CH_ES_LA.png
AP4,True,False,False,patient0147_4CH_ED_LA.png
AP4,True,False,False,patient0058_4CH_ES_LA.png
AP2,False,True,False,patient0018_2CH_ED_LV.png
AP4,True,False,False,patient0431_4CH_ED_LA.png
AP4,False,True,False,patient0458_4CH_ES_LV.png
AP4,False,True,False,patient0444_4CH_ES_LV.png
AP2,False,True,False,patient0295_2CH_ES_LV.png
AP2,True,False,False,patient0451_2CH_ES_LA.png
AP2,False,True,False,patient0193_2CH_ED_LV.png
AP4,True,False,False,patient0042_4CH_ED_LA.png
